     TIME      BNDY    WATER      WATER      WATER       HEAT       HEAT       HEAT
               FACE     FLUX       FLUX       FLUX       FLUX       FLUX       FLUX
                       TOTAL      TIME STEP   RATE      TOTAL      TIME STEP   RATE
  2.557291E+00     4 -1.278E+00 -1.690E-03 -2.951E-02 -5.442E+07 -8.084E+04 -1.411E+06
  2.557291E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.569E+06 -1.242E+04 -2.167E+05
  2.626039E+00     4 -1.280E+00 -1.927E-03 -2.803E-02 -5.452E+07 -9.286E+04 -1.351E+06
  2.626039E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.583E+06 -1.468E+04 -2.136E+05
  2.708538E+00     4 -1.282E+00 -2.185E-03 -2.649E-02 -5.462E+07 -1.061E+05 -1.286E+06
  2.708538E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.601E+06 -1.733E+04 -2.100E+05
  2.807536E+00     4 -1.285E+00 -2.462E-03 -2.487E-02 -5.474E+07 -1.205E+05 -1.217E+06
  2.807536E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.621E+06 -2.040E+04 -2.061E+05
  2.926334E+00     4 -1.288E+00 -2.756E-03 -2.320E-02 -5.488E+07 -1.362E+05 -1.146E+06
  2.926334E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.645E+06 -2.398E+04 -2.019E+05
  3.000000E+00     4 -1.289E+00 -1.640E-03 -2.226E-02 -5.496E+07 -8.029E+04 -1.090E+06
  3.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.660E+06 -1.461E+04 -1.984E+05
  3.088399E+00     4 -1.291E+00 -1.879E-03 -2.125E-02 -5.505E+07 -9.262E+04 -1.048E+06
  3.088399E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.677E+06 -1.730E+04 -1.957E+05
  3.194478E+00     4 -1.293E+00 -2.141E-03 -2.018E-02 -5.516E+07 -1.064E+05 -1.003E+06
  3.194478E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.697E+06 -2.044E+04 -1.927E+05
  3.321773E+00     4 -1.296E+00 -2.428E-03 -1.907E-02 -5.528E+07 -1.216E+05 -9.552E+05
  3.321773E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.722E+06 -2.411E+04 -1.894E+05
  3.474527E+00     4 -1.298E+00 -2.740E-03 -1.794E-02 -5.542E+07 -1.385E+05 -9.064E+05
  3.474527E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.750E+06 -2.840E+04 -1.859E+05
  3.500000E+00     4 -1.299E+00 -4.521E-04 -1.775E-02 -5.544E+07 -2.236E+04 -8.776E+05
  3.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.755E+06 -4.681E+03 -1.838E+05
  3.530567E+00     4 -1.299E+00 -5.361E-04 -1.754E-02 -5.547E+07 -2.656E+04 -8.690E+05
  3.530567E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.760E+06 -5.598E+03 -1.831E+05
  3.567247E+00     4 -1.300E+00 -6.345E-04 -1.730E-02 -5.550E+07 -3.152E+04 -8.593E+05
  3.567247E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.767E+06 -6.691E+03 -1.824E+05
  3.611264E+00     4 -1.301E+00 -7.494E-04 -1.703E-02 -5.554E+07 -3.733E+04 -8.481E+05
  3.611264E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.775E+06 -7.992E+03 -1.816E+05
  3.664084E+00     4 -1.302E+00 -8.830E-04 -1.672E-02 -5.558E+07 -4.413E+04 -8.355E+05
  3.664084E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.784E+06 -9.538E+03 -1.806E+05
  3.727468E+00     4 -1.303E+00 -1.038E-03 -1.637E-02 -5.563E+07 -5.205E+04 -8.212E+05
  3.727468E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.796E+06 -1.137E+04 -1.794E+05
  3.803528E+00     4 -1.304E+00 -1.216E-03 -1.599E-02 -5.569E+07 -6.125E+04 -8.052E+05
  3.803528E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.809E+06 -1.355E+04 -1.781E+05
  3.894801E+00     4 -1.305E+00 -1.421E-03 -1.557E-02 -5.577E+07 -7.189E+04 -7.877E+05
  3.894801E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.825E+06 -1.612E+04 -1.766E+05
  4.000000E+00     4 -1.307E+00 -1.593E-03 -1.514E-02 -5.585E+07 -8.090E+04 -7.691E+05
  4.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.844E+06 -1.841E+04 -1.750E+05
  4.126239E+00     4 -1.309E+00 -1.855E-03 -1.469E-02 -5.594E+07 -9.464E+04 -7.497E+05
  4.126239E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.866E+06 -2.187E+04 -1.732E+05
  4.277726E+00     4 -1.311E+00 -2.159E-03 -1.425E-02 -5.605E+07 -1.106E+05 -7.299E+05
  4.277726E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.892E+06 -2.594E+04 -1.713E+05
  4.459510E+00     4 -1.314E+00 -2.514E-03 -1.383E-02 -5.618E+07 -1.291E+05 -7.104E+05
  4.459510E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.922E+06 -3.075E+04 -1.692E+05
  4.500000E+00     4 -1.314E+00 -5.564E-04 -1.374E-02 -5.621E+07 -2.830E+04 -6.988E+05
  4.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.929E+06 -6.796E+03 -1.678E+05
  4.548588E+00     4 -1.315E+00 -6.630E-04 -1.365E-02 -5.624E+07 -3.375E+04 -6.946E+05
  4.548588E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.937E+06 -8.132E+03 -1.674E+05
  4.606894E+00     4 -1.316E+00 -7.895E-04 -1.354E-02 -5.628E+07 -4.023E+04 -6.900E+05
  4.606894E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.947E+06 -9.725E+03 -1.668E+05
  4.676861E+00     4 -1.316E+00 -9.397E-04 -1.343E-02 -5.633E+07 -4.793E+04 -6.851E+05
  4.676861E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.959E+06 -1.162E+04 -1.661E+05
  4.760821E+00     4 -1.318E+00 -1.118E-03 -1.332E-02 -5.639E+07 -5.707E+04 -6.797E+05
  4.760821E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.973E+06 -1.389E+04 -1.654E+05
  4.861573E+00     4 -1.319E+00 -1.330E-03 -1.320E-02 -5.646E+07 -6.794E+04 -6.743E+05
  4.861573E+00     1  0.000E+00  0.000E+00  0.000E+00 -1.989E+06 -1.658E+04 -1.645E+05
  4.982476E+00     4 -1.320E+00 -1.585E-03 -1.311E-02 -5.654E+07 -8.089E+04 -6.691E+05
  4.982476E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.009E+06 -1.978E+04 -1.636E+05
  5.000000E+00     4 -1.321E+00 -2.294E-04 -1.309E-02 -5.655E+07 -1.167E+04 -6.661E+05
  5.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.012E+06 -2.857E+03 -1.630E+05
  5.021029E+00     4 -1.321E+00 -2.750E-04 -1.308E-02 -5.656E+07 -1.399E+04 -6.654E+05
  5.021029E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.015E+06 -3.425E+03 -1.629E+05
  5.046264E+00     4 -1.321E+00 -3.295E-04 -1.306E-02 -5.658E+07 -1.677E+04 -6.645E+05
  5.046264E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.019E+06 -4.105E+03 -1.627E+05
  5.076545E+00     4 -1.322E+00 -3.949E-04 -1.304E-02 -5.660E+07 -2.009E+04 -6.635E+05
  5.076545E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.024E+06 -4.920E+03 -1.625E+05
  5.112883E+00     4 -1.322E+00 -4.732E-04 -1.302E-02 -5.662E+07 -2.407E+04 -6.625E+05
  5.112883E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.030E+06 -5.895E+03 -1.622E+05
  5.156489E+00     4 -1.323E+00 -5.670E-04 -1.300E-02 -5.665E+07 -2.884E+04 -6.614E+05
  5.156489E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.037E+06 -7.061E+03 -1.619E+05
  5.208815E+00     4 -1.323E+00 -6.796E-04 -1.299E-02 -5.669E+07 -3.455E+04 -6.603E+05
  5.208815E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.046E+06 -8.456E+03 -1.616E+05
  5.271607E+00     4 -1.324E+00 -8.148E-04 -1.298E-02 -5.673E+07 -4.140E+04 -6.593E+05
  5.271607E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.056E+06 -1.012E+04 -1.612E+05
  5.346957E+00     4 -1.325E+00 -9.778E-04 -1.298E-02 -5.678E+07 -4.962E+04 -6.585E+05
  5.346957E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.068E+06 -1.211E+04 -1.607E+05
  5.437378E+00     4 -1.326E+00 -1.175E-03 -1.299E-02 -5.684E+07 -5.951E+04 -6.581E+05
  5.437378E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.082E+06 -1.449E+04 -1.602E+05
  5.500000E+00     4 -1.327E+00 -8.146E-04 -1.301E-02 -5.688E+07 -4.122E+04 -6.582E+05
  5.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.092E+06 -1.001E+04 -1.598E+05
  5.575147E+00     4 -1.328E+00 -9.799E-04 -1.304E-02 -5.693E+07 -4.949E+04 -6.586E+05
  5.575147E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.104E+06 -1.198E+04 -1.594E+05
  5.665322E+00     4 -1.329E+00 -1.181E-03 -1.309E-02 -5.699E+07 -5.949E+04 -6.597E+05
  5.665322E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.119E+06 -1.433E+04 -1.590E+05
  5.773533E+00     4 -1.331E+00 -1.426E-03 -1.317E-02 -5.706E+07 -7.159E+04 -6.616E+05
  5.773533E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.136E+06 -1.715E+04 -1.585E+05
  5.903387E+00     4 -1.333E+00 -1.727E-03 -1.330E-02 -5.715E+07 -8.633E+04 -6.648E+05
  5.903387E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.156E+06 -2.051E+04 -1.579E+05
  6.000000E+00     4 -1.334E+00 -1.294E-03 -1.340E-02 -5.721E+07 -6.459E+04 -6.685E+05
  6.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.172E+06 -1.521E+04 -1.574E+05
  6.115936E+00     4 -1.335E+00 -1.570E-03 -1.354E-02 -5.729E+07 -7.799E+04 -6.727E+05
  6.115936E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.190E+06 -1.820E+04 -1.570E+05
  6.255059E+00     4 -1.337E+00 -1.911E-03 -1.373E-02 -5.738E+07 -9.440E+04 -6.785E+05
  6.255059E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.212E+06 -2.178E+04 -1.565E+05
  6.422007E+00     4 -1.340E+00 -2.336E-03 -1.400E-02 -5.750E+07 -1.146E+05 -6.866E+05
  6.422007E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.238E+06 -2.605E+04 -1.560E+05
  6.500000E+00     4 -1.341E+00 -1.101E-03 -1.412E-02 -5.755E+07 -5.409E+04 -6.935E+05
  6.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.250E+06 -1.214E+04 -1.557E+05
  6.593591E+00     4 -1.342E+00 -1.337E-03 -1.428E-02 -5.762E+07 -6.539E+04 -6.987E+05
  6.593591E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.264E+06 -1.455E+04 -1.554E+05
  6.705900E+00     4 -1.344E+00 -1.627E-03 -1.449E-02 -5.770E+07 -7.922E+04 -7.053E+05
  6.705900E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.282E+06 -1.743E+04 -1.552E+05
  6.840672E+00     4 -1.346E+00 -1.988E-03 -1.475E-02 -5.779E+07 -9.622E+04 -7.139E+05
  6.840672E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.303E+06 -2.087E+04 -1.549E+05
  7.000000E+00     4 -1.348E+00 -2.402E-03 -1.508E-02 -5.791E+07 -1.155E+05 -7.248E+05
  7.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.327E+06 -2.463E+04 -1.546E+05
  7.191194E+00     4 -1.351E+00 -2.963E-03 -1.550E-02 -5.805E+07 -1.412E+05 -7.387E+05
  7.191194E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.357E+06 -2.950E+04 -1.543E+05
  7.420627E+00     4 -1.355E+00 -3.679E-03 -1.603E-02 -5.822E+07 -1.736E+05 -7.566E+05
  7.420627E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.392E+06 -3.533E+04 -1.540E+05
  7.500000E+00     4 -1.356E+00 -1.288E-03 -1.623E-02 -5.828E+07 -6.115E+04 -7.704E+05
  7.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.404E+06 -1.221E+04 -1.538E+05
  7.595248E+00     4 -1.358E+00 -1.569E-03 -1.647E-02 -5.836E+07 -7.417E+04 -7.787E+05
  7.595248E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.419E+06 -1.464E+04 -1.537E+05
  7.709545E+00     4 -1.360E+00 -1.918E-03 -1.678E-02 -5.845E+07 -9.019E+04 -7.891E+05
  7.709545E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.436E+06 -1.756E+04 -1.536E+05
  7.846702E+00     4 -1.362E+00 -2.355E-03 -1.717E-02 -5.856E+07 -1.101E+05 -8.024E+05
  7.846702E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.458E+06 -2.106E+04 -1.536E+05
  8.000000E+00     4 -1.365E+00 -2.704E-03 -1.764E-02 -5.868E+07 -1.255E+05 -8.188E+05
  8.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.481E+06 -2.353E+04 -1.535E+05
  8.183957E+00     4 -1.368E+00 -3.359E-03 -1.826E-02 -5.884E+07 -1.545E+05 -8.397E+05
  8.183957E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.509E+06 -2.825E+04 -1.535E+05
  8.404706E+00     4 -1.372E+00 -4.204E-03 -1.904E-02 -5.903E+07 -1.914E+05 -8.669E+05
  8.404706E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.543E+06 -3.392E+04 -1.537E+05
  8.500000E+00     4 -1.374E+00 -1.850E-03 -1.942E-02 -5.911E+07 -8.475E+04 -8.894E+05
  8.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.558E+06 -1.466E+04 -1.538E+05
  8.614353E+00     4 -1.376E+00 -2.275E-03 -1.989E-02 -5.922E+07 -1.036E+05 -9.060E+05
  8.614353E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.576E+06 -1.760E+04 -1.539E+05
  8.751577E+00     4 -1.379E+00 -2.815E-03 -2.052E-02 -5.935E+07 -1.273E+05 -9.276E+05
  8.751577E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.597E+06 -2.116E+04 -1.542E+05
  8.916245E+00     4 -1.383E+00 -3.501E-03 -2.126E-02 -5.950E+07 -1.572E+05 -9.546E+05
  8.916245E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.622E+06 -2.545E+04 -1.546E+05
  9.000000E+00     4 -1.384E+00 -1.809E-03 -2.160E-02 -5.958E+07 -8.176E+04 -9.762E+05
  9.000000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.635E+06 -1.297E+04 -1.549E+05
  9.100506E+00     4 -1.387E+00 -2.209E-03 -2.198E-02 -5.968E+07 -9.956E+04 -9.906E+05
  9.100506E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.651E+06 -1.559E+04 -1.551E+05
  9.221113E+00     4 -1.389E+00 -2.698E-03 -2.237E-02 -5.981E+07 -1.213E+05 -1.006E+06
  9.221113E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.669E+06 -1.875E+04 -1.555E+05
  9.365842E+00     4 -1.393E+00 -3.288E-03 -2.272E-02 -5.995E+07 -1.478E+05 -1.021E+06
  9.365842E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.692E+06 -2.256E+04 -1.559E+05
  9.500000E+00     4 -1.396E+00 -3.080E-03 -2.296E-02 -6.009E+07 -1.386E+05 -1.033E+06
  9.500000E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.713E+06 -2.096E+04 -1.563E+05
  9.660990E+00     4 -1.399E+00 -3.726E-03 -2.315E-02 -6.026E+07 -1.678E+05 -1.042E+06
  9.660990E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.738E+06 -2.522E+04 -1.566E+05
  9.854178E+00     4 -1.404E+00 -4.499E-03 -2.329E-02 -6.046E+07 -2.028E+05 -1.050E+06
  9.854178E+00     1  0.000E+00  0.000E+00  0.000E+00 -2.769E+06 -3.034E+04 -1.571E+05
  1.000000E+01     4 -1.407E+00 -3.407E-03 -2.336E-02 -6.062E+07 -1.538E+05 -1.055E+06
  1.000000E+01     1  0.000E+00  0.000E+00  0.000E+00 -2.791E+06 -2.296E+04 -1.574E+05
  1.010000E+01     4 -1.410E+00 -2.339E-03 -2.339E-02 -6.072E+07 -1.057E+05 -1.057E+06
  1.010000E+01     1  0.000E+00  0.000E+00  0.000E+00 -2.807E+06 -1.577E+04 -1.577E+05
